cuisine,atmosphere,occasion,price,style
American,Health Conscious Menus,Private Rooms Available,$15-$30,Continental
American,Pub Feel,Fine for Dining Alone,over $50,Power Brokers
American,Excellent Decor,After Hours Dining,below $15,High Tea
Italian,Wheelchair Access,Takeout Available,$15-$30,Power Brokers
Mexican,Authentic,Private Parties,below $15,none
American,Excellent Food,Weekend Lunch,$15-$30,Continental
Italian,Very Busy - Reservations a Must,Short Drive,$15-$30,Power Brokers
American,Relaxed Senior Scene,Private Parties,below $15,Coffee Shops
American,Excellent Service,Private Rooms Available,$15-$30,Eclectic
French,Romantic,Private Parties,$15-$30,Eclectic
American,Excellent Food,none,$30-$50,Continental
American,Excellent Food,Prix Fixe Menus,$15-$30,Hamburgers
Italian,Business Scene,Dining Outdoors,$15-$30,Traditional
American,Extraordinary Food,none,$15-$30,Central
American,No Reservations,Weekend Dining,below $15,Hamburgers
American,Good Decor,Takeout Available,$15-$30,Grills
American,Focus on Dessert,Short Drive,below $15,none
French,Near-perfect Service,Picnics,$30-$50,Power Brokers
Mexican,Parking/Valet,Weekend Dining,$15-$30,Traditional
American,Hip Place To Be,Weekend Lunch,$15-$30,Hamburgers
American,No Reservations,Entertainment,$15-$30,none
French,Excellent Food,none,$30-$50,Continental
American,Quiet for Conversation,Fine for Dining Alone,$30-$50,Cab
American,Place for Singles,Private Rooms Available,$15-$30,Hamburgers
Italian,Great for People Watching,Special Brunch Menu,$15-$30,none
American,Extraordinary Decor,Late Night Menu,$15-$30,none
American,Near-perfect Decor,Pre-theater Dining,over $50,High Tea
French,Good Out of Town Business,Great Place to Meet for a Drink,$30-$50,Cab
American,Excellent Food,Weekend Lunch,below $15,Central
American,Warm spots by the fire,Weekend Lunch,$15-$30,Californian
American,Excellent Decor,Weekend Brunch,$15-$30,Hamburgers
American,Good Food,Weekend Dining,$15-$30,Grills
American,Romantic,Takeout Available,$30-$50,Power Brokers
Italian,Quiet for Conversation,Catering for Special Events,$30-$50,Power Brokers
Italian,Hip Place To Be,Private Parties,over $50,none
Italian,Excellent Food,Delivery Available,below $15,Pizza
French,Romantic,Private Rooms Available,$30-$50,Cab
American,Good Decor,Private Parties,below $15,Hamburgers
French,Good Out of Town Business,Private Parties,over $50,Power Brokers
Italian,Great for People Watching,Takeout Available,$30-$50,Power Brokers
American,Good Out of Town Business,Private Parties,$30-$50,Eclectic
American,Excellent Decor,Weekend Dining,$15-$30,Deli
Italian,Excellent Decor,none,$15-$30,none
French,Extraordinary Food,Private Parties,over $50,none
American,Wheelchair Access,Weekend Dining,$30-$50,none
Italian,Extraordinary Decor,Delivery Available,$15-$30,Power Brokers
American,Excellent Food,Weekend Lunch,$15-$30,Traditional
Italian,Parking/Valet,Prix Fixe Menus,$30-$50,none
American,Focus on Dessert,Dining Outdoors,below $15,High Tea
French,Fabulous Wine Lists,Weekend Brunch,$15-$30,none
American,Business Scene,Fine for Dining Alone,$30-$50,High Tea
Italian,Business Scene,Parties and Occasions,$30-$50,Power Brokers
French,Extraordinary Food,Weekend Lunch,$15-$30,none
American,Good Service,Private Parties,below $15,Eclectic
American,Good Service,Private Rooms Available,below $15,Central
American,Excellent Service,Open on Sundays,$30-$50,none
American,Romantic,Private Rooms Available,$30-$50,none
French,Near-perfect Food,Private Rooms Available,over $50,none
Italian,Health Conscious Menus,Pre-theater Dining,$30-$50,Pizza
American,Good Food,Private Parties,below $15,Soulfood
American,Pub Feel,Prix Fixe Menus,$30-$50,none
American,Health Conscious Menus,Private Parties,over $50,none
Italian,Warm spots by the fire,Weekend Brunch,$15-$30,Pizzerias
French,Creative,Private Rooms Available,$30-$50,none
American,Warm spots by the fire,Private Parties,over $50,Power Brokers
French,Near-perfect Service,Entertainment,$30-$50,Power Brokers
American,Place for Singles,Weekend Brunch,$15-$30,none
American,Near-perfect Decor,Weekend Jazz Brunch,$30-$50,Power Brokers
American,Romantic,Dining Outdoors,$30-$50,Californian
American,Good Out of Town Business,Entertainment,$30-$50,Traditional
American,Good for Younger Kids,Special Brunch Menu,$30-$50,Traditional
American,Extraordinary Food,Weekend Brunch,below $15,Eclectic
French,For the Young and Young at Heart,Weekend Dining,$30-$50,Steakhouses
American,Good Decor,Takeout Available,below $15,Soulfood
Italian,Business Scene,Dining Outdoors,$30-$50,Traditional
Italian,Good Decor,Long Drive,below $15,Pizza
American,Good Out of Town Business,Weekend Dining,$15-$30,Hamburgers
French,Good Decor,After Hours Dining,$15-$30,none
Mexican,Fair Service,Weekend Dining,below $15,none
American,Hip Place To Be,Private Rooms Available,$15-$30,Eclectic
American,Extraordinary Decor,Private Parties,$30-$50,Steakhouses
Mexican,Excellent Food,Private Rooms Available,$15-$30,Southwestern
Mexican,Extraordinary Service,Takeout Available,$15-$30,Southwestern
American,An Historic Spot,Entertainment,$15-$30,Traditional
French,Singles Scene,Parties and Occasions,$30-$50,Californian
French,An Historic Spot,Prix Fixe Menus,$15-$30,none
American,Good Food,After Hours Dining,$15-$30,Southern
American,Parking/Valet,Long Drive,below $15,Hamburgers
French,Health Conscious Menus,Open on Sundays,$15-$30,none
American,Romantic,Weekend Brunch,$15-$30,Continental
American,Extraordinary Decor,Dining Outdoors,$30-$50,Southern
American,Wheelchair Access,Fine for Dining Alone,over $50,Power Brokers
French,Business Scene,Short Drive,$30-$50,none
Italian,Quiet for Conversation,Weekend Dining,over $50,Cab
American,No Smoking Allowed,Dining Outdoors,below $15,High Tea
French,Creative,Short Drive,$15-$30,none
American,Great for People Watching,Entertainment,$30-$50,Southern
American,Good Out of Town Business,Catering for Special Events,$30-$50,Hamburgers
American,Business Scene,Late Night Menu,$30-$50,none
Italian,Extraordinary Decor,Weekend Jazz Brunch,$30-$50,none
French,Good Food,Pre-theater Dining,$15-$30,Brasserie
American,Fabulous Wine Lists,Weekend Dining,$30-$50,Californian
American,For the Young and Young at Heart,Private Rooms Available,below $15,none
American,Parking/Valet,Weekend Lunch,$15-$30,Eclectic
American,Extraordinary Food,Weekend Dining,$30-$50,none
American,Place for Singles,Private Parties,$15-$30,Southern
Italian,An Out Of The Way Find,Long Drive,over $50,none
Italian,Health Conscious Menus,Dining Outdoors,$30-$50,none
French,Romantic,Dining Outdoors,$30-$50,Power Brokers
French,Quiet for Conversation,Special Brunch Menu,over $50,none
American,Little Known But Well Liked,Dancing,$15-$30,Southern
American,Excellent Service,Delivery Available,$30-$50,Steakhouses
American,On the Beach,Open for Breakfast,below $15,none
American,Extraordinary Service,Private Rooms Available,$30-$50,Californian
American,Good Service,Private Rooms Available,below $15,Southern
American,No Reservations,Delivery Available,below $15,Hamburgers
Italian,Need To Dress,Private Parties,over $50,none
American,Place for Singles,Private Rooms Available,$15-$30,Grills
Mexican,Place for Singles,Late Night Menu,$15-$30,none
French,Fabulous Wine Lists,Dining Outdoors,$30-$50,none
American,Extraordinary Decor,Delivery Available,$30-$50,Continental
American,Singles Scene,After Hours Dining,$15-$30,Cab
French,Excellent Food,Walk,$30-$50,Continental
Italian,Extraordinary Food,Private Parties,$30-$50,Cab
Italian,Up and Coming,none,$30-$50,Cab
American,Good for Younger Kids,Dining After the Theater,below $15,Diners
Indian,Extraordinary Service,Weekend Dining,$15-$30,none
Italian,Great for People Watching,none,$15-$30,Power Brokers
Italian,Extraordinary Decor,Fine for Dining Alone,$30-$50,none
American,An Historic Spot,Late Night Menu,$15-$30,Continental
Italian,Wheelchair Access,Takeout Available,$15-$30,Continental
American,Parking/Valet,Dining After the Theater,$15-$30,Steakhouses
French,Excellent Decor,Takeout Available,$15-$30,Cab
Italian,Buffet Dining,Delivery Available,below $15,none
American,Good Decor,Weekend Brunch,below $15,none
American,Romantic,Weekend Lunch,$30-$50,Power Brokers
American,Parking/Valet,Catering for Special Events,below $15,none
Mexican,Parking/Valet,Private Rooms Available,below $15,none
American,An Out Of The Way Find,Weekend Dining,over $50,Power Brokers
American,Classic Hotel Dining,Early Dining,$30-$50,Continental
French,Excellent Decor,Long Drive,$30-$50,none
American,Fabulous Wine Lists,Catering for Special Events,$30-$50,none
American,Excellent Service,Pre-theater Dining,$15-$30,none
American,Classic Hotel Dining,Fine for Dining Alone,$15-$30,none
Mexican,Wheelchair Access,Late Night Menu,below $15,none
American,Great for People Watching,Weekend Lunch,$30-$50,Power Brokers
French,Excellent Decor,Weekend Brunch,$15-$30,Bakeries
French,Romantic,Private Rooms Available,over $50,Cab
American,Quiet for Conversation,After Hours Dining,$15-$30,none
Italian,Up and Coming,Weekend Lunch,$15-$30,Pizza
French,Romantic,Private Parties,$30-$50,Cab
French,Quiet for Conversation,Late Night Menu,$30-$50,none
Italian,Business Scene,Catering for Special Events,$15-$30,Eclectic
French,Excellent Food,Entertainment,$15-$30,Continental
American,Wheelchair Access,Fine for Dining Alone,$30-$50,High Tea
American,Fabulous Wine Lists,none,$30-$50,Californian
American,Focus on Dessert,Weekend Dining,$15-$30,Cab
American,People Keep Coming Back,Late Night Menu,$15-$30,Soulfood
Mexican,Good for Younger Kids,Late Night Menu,$15-$30,none
American,Excellent Service,Prix Fixe Menus,$30-$50,Southern
Italian,Parking/Valet,Private Rooms Available,$30-$50,none
American,Parking/Valet,Private Parties,over $50,Power Brokers
Italian,Extraordinary Food,Weekend Dining,$30-$50,none
French,Relaxed Senior Scene,Takeout Available,$30-$50,none
American,Extraordinary Decor,Catering for Special Events,$15-$30,none
French,Very Busy - Reservations a Must,Weekend Dining,$15-$30,none
American,Health Conscious Menus,Weekend Lunch,$30-$50,Power Brokers
American,Hip Place To Be,Weekend Jazz Brunch,below $15,Coffee Shops
American,Warm spots by the fire,Dining Outdoors,$15-$30,Grills
American,Good Food,Dining Outdoors,below $15,Cab
American,Creative,Weekend Brunch,$15-$30,Carry in Wine and Beer
American,Excellent Food,Delivery Available,$15-$30,Diners
American,Parking/Valet,Private Rooms Available,$15-$30,Power Brokers
Italian,Hip Place To Be,Late Night Menu,$15-$30,Pizza
American,Singles Scene,Weekend Jazz Brunch,$15-$30,Central
American,Relaxed Senior Scene,Private Rooms Available,$15-$30,Hamburgers
American,Business Scene,Dining After the Theater,$15-$30,none
Italian,Hip Place To Be,Private Rooms Available,$15-$30,Cafe/Espresso Bars
American,Good for Younger Kids,Special Brunch Menu,$15-$30,Diners
Italian,Good for Younger Kids,Dining Outdoors,$15-$30,none
American,Excellent Decor,Open on Mondays,below $15,none
American,Relaxed Senior Scene,Dining Outdoors,$15-$30,Southern Comfort
French,Excellent Decor,Prix Fixe Menus,$15-$30,none
French,Romantic,Parties and Occasions,$30-$50,Brasserie
American,No Reservations,Pre-theater Dining,below $15,Diners
American,Great for People Watching,Private Rooms Available,$30-$50,Soulfood
Italian,Romantic,Private Parties,$15-$30,Traditional
Mexican,For the Young and Young at Heart,Dining Outdoors,below $15,Tacos
Mexican,Wheelchair Access,Special Brunch Menu,$15-$30,none
French,Wheelchair Access,none,$30-$50,none
American,Relaxed Senior Scene,Private Parties,$30-$50,none
American,Good Out of Town Business,Private Parties,$15-$30,Cab
American,Fair Decor,Entertainment,below $15,Central
Italian,Wheelchair Access,Open on Mondays,$30-$50,none
American,Need To Dress,Pre-theater Dining,$30-$50,Power Brokers
American,Buffet Dining,Private Rooms Available,$30-$50,Power Brokers
American,Excellent Service,Dancing,$30-$50,Continental
French,Fabulous Wine Lists,Private Rooms Available,$30-$50,none
American,For the Young and Young at Heart,Short Drive,below $15,Coffee Shops
American,Classic Hotel Dining,Takeout Available,$30-$50,Power Brokers
French,Need To Dress,Early Dining,$30-$50,Continental
American,Excellent Food,Open for Breakfast,$30-$50,High Tea
Italian,Health Conscious Menus,Long Drive,over $50,none
Italian,Excellent Food,Pre-theater Dining,$30-$50,none
American,Excellent Food,Private Parties,$15-$30,Traditional
American,Romantic,Prix Fixe Menus,over $50,High Tea
Mexican,Fair Decor,Catering for Special Events,below $15,none
American,Excellent Food,Weekend Jazz Brunch,$15-$30,Central
Italian,No Reservations,Weekend Lunch,below $15,none
American,For the Young and Young at Heart,Dining Outdoors,below $15,none
American,Quirky,Takeout Available,$15-$30,Cab
Mexican,Excellent Service,Private Parties,$15-$30,Traditional
Italian,Excellent Decor,Dining Outdoors,$30-$50,Cab
American,Business Scene,Special Brunch Menu,$15-$30,High Tea
American,Quiet for Conversation,Prix Fixe Menus,$15-$30,none
Italian,Good Food,Weekend Dining,$15-$30,Traditional
Mexican,Place for Singles,After Hours Dining,$15-$30,Southwestern
Italian,Relaxed Senior Scene,After Hours Dining,$15-$30,Cab
Italian,Good Out of Town Business,Private Rooms Available,$15-$30,none
American,Fabulous Wine Lists,Weekend Dining,$15-$30,none
Indian,Extraordinary Decor,Private Rooms Available,$15-$30,none
French,Business Scene,Pre-theater Dining,$30-$50,Californian
French,Romantic,Prix Fixe Menus,$15-$30,none
American,Business Scene,Private Rooms Available,$15-$30,Cab
American,Good for Younger Kids,Takeout Available,$15-$30,Power Brokers
American,Place for Singles,Late Night Menu,$15-$30,none
American,Good Food,Special Brunch Menu,$15-$30,Eclectic
American,Place for Singles,none,$30-$50,Southern
French,Extraordinary Decor,Special Brunch Menu,$30-$50,none
French,Good Service,Private Rooms Available,$15-$30,none
American,An Historic Spot,Fine for Dining Alone,$15-$30,none
French,An Out Of The Way Find,Private Rooms Available,$30-$50,none
American,Excellent Service,Special Brunch Menu,$15-$30,Power Brokers
French,Parking/Valet,Weekend Dining,$15-$30,High Tea
American,Business Scene,Weekend Brunch,$15-$30,none
French,Excellent Service,Special Brunch Menu,$15-$30,none
Italian,Creative,Delivery Available,$15-$30,none
Mexican,Good Food,Late Night Menu,below $15,Carry in Wine and Beer
Italian,Good Service,Weekend Jazz Brunch,$15-$30,Californian
American,Great for People Watching,Private Rooms Available,below $15,Coffee Shops
French,Excellent Service,Fine for Dining Alone,$15-$30,Bakeries
American,Wheelchair Access,Prix Fixe Menus,$30-$50,Eclectic
Italian,Very Busy - Reservations a Must,Dining Outdoors,$15-$30,Traditional
American,Excellent Food,Private Rooms Available,$30-$50,Southern
American,Hip Place To Be,Takeout Available,$30-$50,Steakhouses
Indian,Warm spots by the fire,Weekend Brunch,$15-$30,Californian
Mexican,Near-perfect Food,Private Rooms Available,$15-$30,Cab
Italian,Excellent Decor,Prix Fixe Menus,$30-$50,Pizza
American,Need To Dress,Private Rooms Available,$30-$50,High Tea
American,No Reservations,Private Rooms Available,$15-$30,none
American,Good Service,Dancing,$15-$30,none
American,Extraordinary Food,Private Parties,over $50,High Tea
American,Good for Younger Kids,Weekend Dining,$15-$30,Southern Comfort
French,Fabulous Wine Lists,Special Brunch Menu,$30-$50,High Tea
French,Place for Singles,Walk,$30-$50,Cab
American,Good Decor,Pre-theater Dining,$15-$30,Continental
Indian,Wheelchair Access,Weekend Dining,$30-$50,Power Brokers
American,An Historic Spot,Short Drive,below $15,none
Italian,Place for Singles,Weekend Brunch,$15-$30,Pizza
American,Parking/Valet,Open for Breakfast,$15-$30,Traditional
French,Fabulous Wine Lists,Private Parties,$30-$50,Traditional
American,Excellent Decor,Weekend Brunch,below $15,Diners
Italian,For the Young and Young at Heart,Private Rooms Available,$15-$30,none
Mexican,For the Young and Young at Heart,Private Parties,below $15,none
American,Buffet Dining,Special Brunch Menu,$30-$50,Power Brokers
French,Extraordinary Decor,none,over $50,none
