cuisine,atmosphere,occasion,price,style
American,Excellent Decor,After Hours Dining,$15-$30,Steakhouses
American,Excellent Decor,Weekend Dining,$15-$30,Steakhouses
American,Pub Feel,Takeout Available,$15-$30,Steakhouses
American,Pub Feel,Late Night Menu,$15-$30,Steakhouses
American,Pub Feel,Dancing,$15-$30,Steakhouses
American,Pub Feel,Entertainment,$15-$30,Steakhouses
American,Pub Feel,Delivery Available,$15-$30,Steakhouses
American,Pub Feel,After Hours Dining,$15-$30,Steakhouses
American,Pub Feel,Weekend Dining,$15-$30,Steakhouses
American,Excellent Service,Takeout Available,$15-$30,Steakhouses
American,Excellent Service,Late Night Menu,$15-$30,Steakhouses
American,Excellent Service,Dancing,$15-$30,Steakhouses
American,Excellent Service,Entertainment,$15-$30,Steakhouses
American,Excellent Service,Delivery Available,$15-$30,Steakhouses
American,Excellent Service,After Hours Dining,$15-$30,Steakhouses
American,Excellent Service,Weekend Dining,$15-$30,Steakhouses
American,Excellent Food,Takeout Available,$15-$30,Steakhouses
American,Excellent Food,Late Night Menu,$15-$30,Steakhouses
American,Excellent Food,Dancing,$15-$30,Steakhouses
American,Excellent Food,Entertainment,$15-$30,Steakhouses
American,Excellent Food,Delivery Available,$15-$30,Steakhouses
American,Excellent Food,After Hours Dining,$15-$30,Steakhouses
American,Excellent Food,Weekend Dining,$15-$30,Steakhouses
American,For the Young and Young at Heart,Special Brunch Menu,$15-$30,Traditional
American,For the Young and Young at Heart,Special Brunch Menu,$15-$30,Soulfood
American,Place for Singles,Special Brunch Menu,$15-$30,Traditional
American,Place for Singles,Special Brunch Menu,$15-$30,Soulfood
American,Fair Decor,Special Brunch Menu,$15-$30,Traditional
American,Fair Decor,Special Brunch Menu,$15-$30,Soulfood
American,Good Service,Special Brunch Menu,$15-$30,Traditional
American,Good Service,Special Brunch Menu,$15-$30,Soulfood
American,Excellent Food,Special Brunch Menu,$15-$30,Traditional
American,Excellent Food,Special Brunch Menu,$15-$30,Soulfood
Italian,Excellent Decor,none,$30-$50,none
Italian,Excellent Service,none,$30-$50,none
Italian,Little Known But Well Liked,none,$30-$50,none
Italian,Excellent Food,none,$30-$50,none
American,Excellent Decor,Prix Fixe Menus,$30-$50,none
American,Excellent Decor,Dining Outdoors,$30-$50,none
American,Excellent Service,Prix Fixe Menus,$30-$50,none
American,Excellent Service,Dining Outdoors,$30-$50,none
American,Warm spots by the fire,Prix Fixe Menus,$30-$50,none
American,Warm spots by the fire,Dining Outdoors,$30-$50,none
American,Excellent Food,Prix Fixe Menus,$30-$50,none
American,Excellent Food,Dining Outdoors,$30-$50,none
French,Excellent Decor,none,$15-$30,none
French,Excellent Service,none,$15-$30,none
French,Warm spots by the fire,none,$15-$30,none
French,Excellent Food,none,$15-$30,none
French,Excellent Decor,Private Parties,$30-$50,Steakhouses
French,Excellent Decor,Pre-theater Dining,$30-$50,Steakhouses
French,Excellent Decor,Takeout Available,$30-$50,Steakhouses
French,Excellent Decor,Prix Fixe Menus,$30-$50,Steakhouses
French,Excellent Decor,Delivery Available,$30-$50,Steakhouses
French,Excellent Decor,Private Rooms Available,$30-$50,Steakhouses
French,Fabulous Wine Lists,Private Parties,$30-$50,Steakhouses
French,Fabulous Wine Lists,Pre-theater Dining,$30-$50,Steakhouses
French,Fabulous Wine Lists,Takeout Available,$30-$50,Steakhouses
French,Fabulous Wine Lists,Prix Fixe Menus,$30-$50,Steakhouses
French,Fabulous Wine Lists,Delivery Available,$30-$50,Steakhouses
French,Fabulous Wine Lists,Private Rooms Available,$30-$50,Steakhouses
French,Excellent Service,Private Parties,$30-$50,Steakhouses
French,Excellent Service,Pre-theater Dining,$30-$50,Steakhouses
French,Excellent Service,Takeout Available,$30-$50,Steakhouses
French,Excellent Service,Prix Fixe Menus,$30-$50,Steakhouses
French,Excellent Service,Delivery Available,$30-$50,Steakhouses
French,Excellent Service,Private Rooms Available,$30-$50,Steakhouses
French,Old World Cafe Charm,Private Parties,$30-$50,Steakhouses
French,Old World Cafe Charm,Pre-theater Dining,$30-$50,Steakhouses
French,Old World Cafe Charm,Takeout Available,$30-$50,Steakhouses
French,Old World Cafe Charm,Prix Fixe Menus,$30-$50,Steakhouses
French,Old World Cafe Charm,Delivery Available,$30-$50,Steakhouses
French,Old World Cafe Charm,Private Rooms Available,$30-$50,Steakhouses
French,Excellent Food,Private Parties,$30-$50,Steakhouses
French,Excellent Food,Pre-theater Dining,$30-$50,Steakhouses
French,Excellent Food,Takeout Available,$30-$50,Steakhouses
French,Excellent Food,Prix Fixe Menus,$30-$50,Steakhouses
French,Excellent Food,Delivery Available,$30-$50,Steakhouses
French,Excellent Food,Private Rooms Available,$30-$50,Steakhouses
American,Quiet for Conversation,Special Brunch Menu,$15-$30,none
French,Quiet for Conversation,Special Brunch Menu,$15-$30,none
American,Quiet for Conversation,Dining Outdoors,$15-$30,none
French,Quiet for Conversation,Dining Outdoors,$15-$30,none
American,Good Service,Special Brunch Menu,$15-$30,none
French,Good Service,Special Brunch Menu,$15-$30,none
American,Good Service,Dining Outdoors,$15-$30,none
French,Good Service,Dining Outdoors,$15-$30,none
American,Good Food,Special Brunch Menu,$15-$30,none
French,Good Food,Special Brunch Menu,$15-$30,none
American,Good Food,Dining Outdoors,$15-$30,none
French,Good Food,Dining Outdoors,$15-$30,none
American,Up and Coming,Special Brunch Menu,$15-$30,none
French,Up and Coming,Special Brunch Menu,$15-$30,none
American,Up and Coming,Dining Outdoors,$15-$30,none
French,Up and Coming,Dining Outdoors,$15-$30,none
American,Good Decor,Special Brunch Menu,$15-$30,none
French,Good Decor,Special Brunch Menu,$15-$30,none
American,Good Decor,Dining Outdoors,$15-$30,none
French,Good Decor,Dining Outdoors,$15-$30,none
Italian,Fair Decor,Late Night Menu,below $15,Pizza
Italian,Fair Decor,After Hours Dining,below $15,Pizza
Italian,Fair Decor,Dancing,below $15,Pizza
Italian,Fair Decor,Entertainment,below $15,Pizza
Italian,Good Service,Late Night Menu,below $15,Pizza
Italian,Good Service,After Hours Dining,below $15,Pizza
Italian,Good Service,Dancing,below $15,Pizza
Italian,Good Service,Entertainment,below $15,Pizza
Italian,Excellent Food,Late Night Menu,below $15,Pizza
Italian,Excellent Food,After Hours Dining,below $15,Pizza
Italian,Excellent Food,Dancing,below $15,Pizza
Italian,Excellent Food,Entertainment,below $15,Pizza
American,Extraordinary Decor,Private Parties,$30-$50,none
American,Extraordinary Decor,Special Brunch Menu,$30-$50,none
American,Extraordinary Decor,Dancing,$30-$50,none
American,Extraordinary Decor,Prix Fixe Menus,$30-$50,none
American,Extraordinary Decor,Entertainment,$30-$50,none
American,Extraordinary Decor,Weekend Dining,$30-$50,none
American,Extraordinary Decor,Private Rooms Available,$30-$50,none
American,Romantic,Private Parties,$30-$50,none
American,Romantic,Special Brunch Menu,$30-$50,none
American,Romantic,Dancing,$30-$50,none
American,Romantic,Prix Fixe Menus,$30-$50,none
American,Romantic,Entertainment,$30-$50,none
American,Romantic,Weekend Dining,$30-$50,none
American,Romantic,Private Rooms Available,$30-$50,none
American,Excellent Food,Private Parties,$30-$50,none
American,Excellent Food,Special Brunch Menu,$30-$50,none
American,Excellent Food,Dancing,$30-$50,none
American,Excellent Food,Prix Fixe Menus,$30-$50,none
American,Excellent Food,Entertainment,$30-$50,none
American,Excellent Food,Weekend Dining,$30-$50,none
American,Excellent Food,Private Rooms Available,$30-$50,none
American,Old World Cafe Charm,Private Parties,$30-$50,none
American,Old World Cafe Charm,Special Brunch Menu,$30-$50,none
American,Old World Cafe Charm,Dancing,$30-$50,none
American,Old World Cafe Charm,Prix Fixe Menus,$30-$50,none
American,Old World Cafe Charm,Entertainment,$30-$50,none
American,Old World Cafe Charm,Weekend Dining,$30-$50,none
American,Old World Cafe Charm,Private Rooms Available,$30-$50,none
American,Warm spots by the fire,Private Parties,$30-$50,none
American,Warm spots by the fire,Special Brunch Menu,$30-$50,none
American,Warm spots by the fire,Dancing,$30-$50,none
American,Warm spots by the fire,Prix Fixe Menus,$30-$50,none
American,Warm spots by the fire,Entertainment,$30-$50,none
American,Warm spots by the fire,Weekend Dining,$30-$50,none
American,Warm spots by the fire,Private Rooms Available,$30-$50,none
American,Excellent Service,Private Parties,$30-$50,none
American,Excellent Service,Special Brunch Menu,$30-$50,none
American,Excellent Service,Dancing,$30-$50,none
American,Excellent Service,Prix Fixe Menus,$30-$50,none
American,Excellent Service,Entertainment,$30-$50,none
American,Excellent Service,Weekend Dining,$30-$50,none
American,Excellent Service,Private Rooms Available,$30-$50,none
Italian,Excellent Service,none,$15-$30,none
Italian,Good Decor,none,$15-$30,none
Italian,Excellent Food,none,$15-$30,none
Italian,Fair Decor,none,$15-$30,none
Italian,Good Service,none,$15-$30,none
Italian,Excellent Food,none,$15-$30,none
Italian,Excellent Service,none,$15-$30,none
Italian,Good Decor,none,$15-$30,none
Italian,Excellent Food,none,$15-$30,none
American,Extraordinary Decor,Private Parties,$30-$50,none
American,Extraordinary Decor,Dining Outdoors,$30-$50,none
American,Extraordinary Decor,Special Brunch Menu,$30-$50,none
American,Extraordinary Decor,Late Night Menu,$30-$50,none
American,Extraordinary Decor,Dancing,$30-$50,none
American,Extraordinary Decor,Entertainment,$30-$50,none
American,Extraordinary Decor,After Hours Dining,$30-$50,none
American,Extraordinary Decor,Private Rooms Available,$30-$50,none
American,Excellent Service,Private Parties,$30-$50,none
American,Excellent Service,Dining Outdoors,$30-$50,none
American,Excellent Service,Special Brunch Menu,$30-$50,none
American,Excellent Service,Late Night Menu,$30-$50,none
American,Excellent Service,Dancing,$30-$50,none
American,Excellent Service,Entertainment,$30-$50,none
American,Excellent Service,After Hours Dining,$30-$50,none
American,Excellent Service,Private Rooms Available,$30-$50,none
American,Old World Cafe Charm,Private Parties,$30-$50,none
American,Old World Cafe Charm,Dining Outdoors,$30-$50,none
American,Old World Cafe Charm,Special Brunch Menu,$30-$50,none
American,Old World Cafe Charm,Late Night Menu,$30-$50,none
American,Old World Cafe Charm,Dancing,$30-$50,none
American,Old World Cafe Charm,Entertainment,$30-$50,none
American,Old World Cafe Charm,After Hours Dining,$30-$50,none
American,Old World Cafe Charm,Private Rooms Available,$30-$50,none
American,Excellent Food,Private Parties,$30-$50,none
American,Excellent Food,Dining Outdoors,$30-$50,none
American,Excellent Food,Special Brunch Menu,$30-$50,none
American,Excellent Food,Late Night Menu,$30-$50,none
American,Excellent Food,Dancing,$30-$50,none
American,Excellent Food,Entertainment,$30-$50,none
American,Excellent Food,After Hours Dining,$30-$50,none
American,Excellent Food,Private Rooms Available,$30-$50,none
Italian,Health Conscious Menus,Delivery Available,$30-$50,none
Italian,Health Conscious Menus,Takeout Available,$30-$50,none
Italian,Health Conscious Menus,Prix Fixe Menus,$30-$50,none
Italian,Extraordinary Food,Delivery Available,$30-$50,none
Italian,Extraordinary Food,Takeout Available,$30-$50,none
Italian,Extraordinary Food,Prix Fixe Menus,$30-$50,none
Italian,Excellent Service,Delivery Available,$30-$50,none
Italian,Excellent Service,Takeout Available,$30-$50,none
Italian,Excellent Service,Prix Fixe Menus,$30-$50,none
Italian,Excellent Decor,Delivery Available,$30-$50,none
Italian,Excellent Decor,Takeout Available,$30-$50,none
Italian,Excellent Decor,Prix Fixe Menus,$30-$50,none
Italian,Good for Younger Kids,Delivery Available,$30-$50,none
Italian,Good for Younger Kids,Takeout Available,$30-$50,none
Italian,Good for Younger Kids,Prix Fixe Menus,$30-$50,none
American,Excellent Decor,Dining Outdoors,$30-$50,Californian
American,Excellent Service,Dining Outdoors,$30-$50,Californian
American,Excellent Food,Dining Outdoors,$30-$50,Californian
Italian,Good Service,Dining Outdoors,$15-$30,none
Italian,Good Food,Dining Outdoors,$15-$30,none
Italian,Good Decor,Dining Outdoors,$15-$30,none
Italian,Excellent Decor,Weekend Dining,$30-$50,none
Italian,Excellent Decor,Prix Fixe Menus,$30-$50,none
Italian,Excellent Decor,Dining Outdoors,$30-$50,none
Italian,Excellent Service,Weekend Dining,$30-$50,none
Italian,Excellent Service,Prix Fixe Menus,$30-$50,none
Italian,Excellent Service,Dining Outdoors,$30-$50,none
Italian,Wheelchair Access,Weekend Dining,$30-$50,none
Italian,Wheelchair Access,Prix Fixe Menus,$30-$50,none
Italian,Wheelchair Access,Dining Outdoors,$30-$50,none
Italian,Excellent Food,Weekend Dining,$30-$50,none
Italian,Excellent Food,Prix Fixe Menus,$30-$50,none
Italian,Excellent Food,Dining Outdoors,$30-$50,none
French,Extraordinary Decor,Weekend Dining,$30-$50,none
French,Extraordinary Decor,Prix Fixe Menus,$30-$50,none
French,Romantic,Weekend Dining,$30-$50,none
French,Romantic,Prix Fixe Menus,$30-$50,none
French,Extraordinary Food,Weekend Dining,$30-$50,none
French,Extraordinary Food,Prix Fixe Menus,$30-$50,none
French,Extraordinary Service,Weekend Dining,$30-$50,none
French,Extraordinary Service,Prix Fixe Menus,$30-$50,none
Mexican,Good Service,Delivery Available,below $15,Tacos
Mexican,Good Service,Delivery Available,below $15,Tacos
Mexican,Good Service,Takeout Available,below $15,Tacos
Mexican,Good Service,Takeout Available,below $15,Tacos
Mexican,Good Service,Weekend Dining,below $15,Tacos
Mexican,Good Service,Weekend Dining,below $15,Tacos
Mexican,Good Service,Fine for Dining Alone,below $15,Tacos
Mexican,Good Service,Fine for Dining Alone,below $15,Tacos
Mexican,Excellent Food,Delivery Available,below $15,Tacos
Mexican,Excellent Food,Delivery Available,below $15,Tacos
Mexican,Excellent Food,Takeout Available,below $15,Tacos
Mexican,Excellent Food,Takeout Available,below $15,Tacos
Mexican,Excellent Food,Weekend Dining,below $15,Tacos
Mexican,Excellent Food,Weekend Dining,below $15,Tacos
Mexican,Excellent Food,Fine for Dining Alone,below $15,Tacos
Mexican,Excellent Food,Fine for Dining Alone,below $15,Tacos
Mexican,For the Young and Young at Heart,Delivery Available,below $15,Tacos
Mexican,For the Young and Young at Heart,Delivery Available,below $15,Tacos
Mexican,For the Young and Young at Heart,Takeout Available,below $15,Tacos
Mexican,For the Young and Young at Heart,Takeout Available,below $15,Tacos
Mexican,For the Young and Young at Heart,Weekend Dining,below $15,Tacos
Mexican,For the Young and Young at Heart,Weekend Dining,below $15,Tacos
Mexican,For the Young and Young at Heart,Fine for Dining Alone,below $15,Tacos
Mexican,For the Young and Young at Heart,Fine for Dining Alone,below $15,Tacos
Mexican,Fair Decor,Delivery Available,below $15,Tacos
Mexican,Fair Decor,Delivery Available,below $15,Tacos
Mexican,Fair Decor,Takeout Available,below $15,Tacos
Mexican,Fair Decor,Takeout Available,below $15,Tacos
Mexican,Fair Decor,Weekend Dining,below $15,Tacos
Mexican,Fair Decor,Weekend Dining,below $15,Tacos
Mexican,Fair Decor,Fine for Dining Alone,below $15,Tacos
Mexican,Fair Decor,Fine for Dining Alone,below $15,Tacos
Mexican,Wheelchair Access,Delivery Available,below $15,Tacos
Mexican,Wheelchair Access,Delivery Available,below $15,Tacos
Mexican,Wheelchair Access,Takeout Available,below $15,Tacos
Mexican,Wheelchair Access,Takeout Available,below $15,Tacos
Mexican,Wheelchair Access,Weekend Dining,below $15,Tacos
Mexican,Wheelchair Access,Weekend Dining,below $15,Tacos
Mexican,Wheelchair Access,Fine for Dining Alone,below $15,Tacos
Mexican,Wheelchair Access,Fine for Dining Alone,below $15,Tacos
Mexican,Good for Younger Kids,Delivery Available,below $15,Tacos
Mexican,Good for Younger Kids,Delivery Available,below $15,Tacos
Mexican,Good for Younger Kids,Takeout Available,below $15,Tacos
Mexican,Good for Younger Kids,Takeout Available,below $15,Tacos
Mexican,Good for Younger Kids,Weekend Dining,below $15,Tacos
Mexican,Good for Younger Kids,Weekend Dining,below $15,Tacos
Mexican,Good for Younger Kids,Fine for Dining Alone,below $15,Tacos
